date,floors ,bedrooms,sqft_living,sqft_lot,sqft_basement,yr_built,condition,grade,price
160630,1,3,2300,24829,2300,2012,0.833333333,0.6,439000
160617,3,3,1242,11326,587,1954,0.833333333,0.4,246500
160616,1,3,1896,16553,1608,1953,0.833333333,0.6,370000
160616,1,3,1896,16553,1608,1953,0.833333333,0.6,370000
160602,2,1,1396,13068,1350,1963,0.666666667,0.4,242000
160311,1.5,4,3494,13504,1300,1974,0.833333333,0.6,415000
160922,1,3,2421,15246,2100,1983,0.666666667,0.6,327500
161021,2,4,2123,9148,1163,1979,0.5,0.4,214900
160209,2,4,2392,10890,1139,1980,0.833333333,0.4,261500
160519,1.5,3,2301,9583,1225,1985,0.666666667,0.4,256000
160518,2,4,2475,12197,1302,1984,0.666666667,0.6,330000
160705,2,4,2490,9148,915,1985,0.666666667,0.4,253000
160716,2,4,2897,10454,1369,1985,0.666666667,0.6,320000
160316,2,4,3101,13068,1315,1985,0.666666667,0.6,336000
160713,2,4,3019,10890,1554,1990,0.666666667,0.6,428000
161012,1,2,2334,13504,2293,1988,0.666666667,0.6,400000
161230,1.5,4,2835,11761,1697,1988,0.666666667,0.6,370000
161104,1,3,3181,16117,2092,1987,0.666666667,0.6,405000
161104,1,3,3181,16117,2092,1987,0.666666667,0.6,405000
160718,2,4,3031,10454,1389,1988,0.666666667,0.6,349000
160505,2,4,2918,13068,1419,1989,0.666666667,0.6,370000
161116,2,4,2658,9583,1176,1974,0.666666667,0.6,327000
160810,3,4,2061,12632,1516,1971,0.666666667,0.4,265000
160830,1,2,1789,10890,1789,1976,0.666666667,0.4,272250
160518,2,4,2894,13504,1558,1974,0.5,0.6,331500
160201,1.5,4,4202,38333,2388,1988,0.833333333,0.6,522500
161027,1,3,1439,26572,1439,1960,0.666666667,0.6,243000
160511,1,2,3807,22216,3807,1985,0.666666667,0.8,650000
161012,1,3,2071,13068,2071,1994,0.666666667,0.6,305000
161028,1,2,1925,13068,1892,1997,0.666666667,0.6,310000
160630,2,4,2850,15682,1438,1995,0.666666667,0.6,350000
160726,1,3,1801,10454,1737,2004,0.666666667,0.6,328500
160223,1,3,2280,13068,2132,2001,0.666666667,0.6,360000
161122,1,2,1742,18731,1730,1973,0.5,0.4,239900
160928,1.5,4,2315,12632,832,1964,0.833333333,0.4,267500
160928,1.5,4,2315,12632,832,1964,0.833333333,0.4,267500
160725,1.5,4,2684,13939,1595,1965,0.833333333,0.4,331400
160707,1,1,2472,17860,3040,1974,0.666666667,0.6,390000
161206,3,4,1882,11761,1472,1967,0.666666667,0.4,235500
160602,1,3,2684,19602,2622,2015,0.666666667,0.6,626500
161111,1,3,2243,20909,2243,2016,0.666666667,0.6,665000
160707,1,2,2296,21780,2266,2015,0.666666667,0.6,750827
161010,1,3,1622,12197,1622,2012,0.666666667,0.4,289900
160601,1,3,1628,9583,1628,2013,0.666666667,0.4,368500
161012,1,3,1771,15246,1771,2016,0.666666667,0.4,390000
160519,1,3,2018,13939,1994,2015,0.666666667,0.6,527645
160816,1,2,2100,12632,2100,2016,0.666666667,0.6,641419
161115,1,2,1905,15682,1885,2014,0.666666667,0.4,505000
160909,1,3,1642,108900,1632,2016,0.666666667,0.4,353350
161201,2,3,2695,5663,1075,2004,0.666666667,0.4,350000
160114,1.5,3,2105,6970,1369,2003,0.666666667,0.4,313000
160106,2,4,2797,6534,1145,2004,0.666666667,0.6,340000
160602,1,2,1440,5227,1404,2004,0.666666667,0.4,260000
160715,1,2,1366,5663,1356,2006,0.666666667,0.4,287500
161128,1,2,1379,5663,1369,2016,0.666666667,0.4,317942
160601,2,4,2546,7841,956,2010,0.666666667,0.4,318000
161012,2,4,2626,11326,1217,2003,0.666666667,0.6,350000
160526,1.5,4,2815,10019,1627,2004,0.833333333,0.6,465000
160713,1,2,2112,14375,2025,2003,0.666666667,0.6,412500
160220,1.5,3,2131,13068,1521,2004,0.666666667,0.6,409900
160216,1.5,3,1965,12197,1056,2005,0.666666667,0.4,285000
161028,1.5,3,2878,12197,1637,2004,0.666666667,0.6,405000
161220,1,2,2235,17860,2221,2006,0.666666667,0.6,480000
160128,1.5,4,2420,10454,1791,2013,0.666666667,0.6,467900
161121,1,2,2193,9148,2207,2016,0.666666667,0.6,581593
160818,1,2,1689,8276,1689,2011,0.666666667,0.6,407500
161017,1,2,2138,13504,2138,2016,0.666666667,0.6,500000
160325,1,3,2010,14810,2010,2015,0.666666667,0.6,455260
160902,1,1,2415,16553,2532,2003,0.666666667,0.6,618000
160323,1,2,1698,27443,2044,2008,0.666666667,0.6,396000
160323,1,2,1698,27443,2044,2008,0.666666667,0.6,396000
161021,1.5,4,2971,20909,2028,1996,0.666666667,0.6,450000
160401,1.5,4,2971,20909,2028,1996,0.666666667,0.6,440000
160624,1,3,2523,12632,2523,1992,0.666666667,0.6,414000
160428,2,5,2492,11761,983,1989,0.666666667,0.6,265000
160916,2,3,2148,13504,1178,1983,0.666666667,0.4,257000
160617,2,3,1890,15246,806,1982,0.666666667,0.4,262000
160225,2,4,2910,11761,1547,1992,0.666666667,0.6,360000
161027,2,4,2655,10454,1138,1995,0.666666667,0.6,349900
161011,2,4,2656,12632,1380,1995,0.833333333,0.6,419000
161011,2,4,2656,12632,1380,1995,0.833333333,0.6,419000
160520,1,3,1724,10890,1706,1995,0.666666667,0.4,264900
161020,1,3,2294,12632,2273,1997,0.666666667,0.6,435000
160929,2,4,3399,11326,1629,1996,0.666666667,0.6,449000
160914,2,4,3261,12632,1448,1995,0.666666667,0.6,420000
160829,1.5,3,2623,11761,1666,1996,0.666666667,0.6,420500
161019,1,3,1781,11326,1759,1997,0.666666667,0.4,310000
161012,1,3,3314,67518,2676,1960,0.833333333,0.8,775000
160606,RR,2,1560,25700,1040,1968,0.666666667,0.4,247000
160808,2,4,2724,15246,1604,1977,0.833333333,0.4,416540
160630,1.5,3,2677,30056,1188,1988,0.666666667,0.4,318000
161101,2,4,2438,143748,1188,1969,0.833333333,0.4,330000
161130,1.5,3,3685,40511,455,1963,0.833333333,0.8,682500
161130,1.5,3,3685,40511,455,1963,0.833333333,0.8,682500
160422,2,4,3141,11326,1482,1998,0.666666667,0.6,372500
160126,1.5,3,2574,9148,1689,2004,0.666666667,0.6,388000
161129,2,4,3357,10890,1658,2000,0.666666667,0.6,415000
161114,1,3,2014,11326,2006,2006,0.666666667,0.6,415000
160804,1,3,1812,8712,1786,2001,0.833333333,0.4,320000
160210,1,3,1870,9583,1863,2001,0.666666667,0.6,300000
160525,2,4,2743,10019,1250,2001,0.666666667,0.6,389950
160701,1,3,1882,9583,1882,2015,0.666666667,0.4,499525
160504,1,3,2098,14810,2098,2015,0.666666667,0.6,530000
160527,1,1,2038,12632,2014,2000,0.666666667,0.6,399000
160606,1,1,1741,11326,1734,2005,0.666666667,0.4,380000
160517,1,2,1690,11326,1683,2001,0.666666667,0.4,350601
160921,1,1,1775,15682,1765,2003,0.666666667,0.4,315000
160415,2,4,2448,16117,1091,2003,0.666666667,0.4,419000
160427,1,1,2055,15682,2055,2003,0.666666667,0.6,480000
160518,1,2,2342,16988,2342,2005,0.666666667,0.4,520000
160912,1,3,2556,12632,2506,2005,0.666666667,0.6,528000
160620,1.5,4,2989,16988,2097,2007,0.666666667,0.6,532600
160426,1.5,4,2704,11326,1824,2005,0.666666667,0.6,629500
160511,2,4,2623,13068,1416,2011,0.666666667,0.4,500000
160924,1,2,1712,8712,1684,2013,0.666666667,0.4,376500
160913,1,2,1679,11326,1651,2014,0.666666667,0.4,422000
161109,1.5,3,4102,131987,2502,2006,0.666666667,0.8,887000
161209,1,3,2077,22651,2077,2012,0.666666667,0.6,557000
161109,1,3,1901,10890,1882,2012,0.666666667,0.6,380000
160215,1,3,1883,10890,1883,2009,0.666666667,0.6,319000
160908,1,3,1983,11761,1983,2012,0.666666667,0.6,415000
160531,1.5,3,2497,13068,1860,2015,0.666666667,0.6,462000
161209,1,3,1956,10890,1936,2014,0.666666667,0.6,409900
160602,1,3,1856,10454,1856,2015,0.666666667,0.6,529900
160315,1,2,2039,10890,2032,2015,0.666666667,0.6,478555.21
160406,1,3,1993,10890,1939,2015,0.666666667,0.6,495000
161222,1,2,2252,12197,2252,2016,0.666666667,0.6,500000
161011,1,2,2044,10890,2036,2016,0.666666667,0.6,496766
161118,1,3,2063,10019,2063,2016,0.666666667,0.6,500000
160701,1,3,1893,11761,1893,2015,0.666666667,0.6,516250
161220,1,3,1844,13939,1838,2016,0.666666667,0.6,418190
160629,1,3,1957,11326,1950,2015,0.666666667,0.6,452048
160331,1.5,4,3329,14375,2360,2010,0.666666667,0.6,910000
160701,1,2,1816,8712,1809,2015,0.666666667,0.6,466500
160308,1,2,2025,12197,2015,2004,0.666666667,0.6,515000
160801,2,4,2940,10890,1300,2007,0.666666667,0.6,432000
160304,1,3,1932,13068,1932,2010,0.666666667,0.6,375000
161011,1,3,1786,14810,1786,2009,0.666666667,0.6,418000
160224,1,3,1597,10890,1597,2011,0.666666667,0.4,307500
160525,1,3,1801,13068,1775,2012,0.666666667,0.4,429000
160630,1,2,1840,12632,1840,2010,0.666666667,0.4,425000
160823,1,3,1674,10890,1674,2012,0.666666667,0.4,333000
161010,1,2,1687,13068,1687,2015,0.666666667,0.4,371000
160722,1,2,2067,9583,2067,2013,0.666666667,0.4,519000
160426,1,2,2394,15246,2394,2009,0.666666667,0.6,690000
160928,1,3,2038,13504,2038,2015,0.666666667,0.6,519000
161221,1,3,1861,14810,1861,2002,0.666666667,0.4,315000
160330,1,1,1692,8276,1692,2004,0.666666667,0.4,307000
160328,2,3,2187,8712,1028,2003,0.666666667,0.4,295000
160906,1.5,3,2501,10019,1578,2004,0.666666667,0.6,397000
161103,1,3,1609,8276,1559,2004,0.666666667,0.4,279000
160921,1,2,2131,13939,2131,2015,0.666666667,0.6,650000
160229,1,2,1860,21344,1860,2015,0.666666667,0.4,434500
160620,1,2,1820,6098,1140,2006,0.666666667,0.4,325000
161024,2,3,2257,6534,1163,2013,0.666666667,0.4,355000
160818,1,1,1404,4356,1410,2006,0.666666667,0.4,394500
161108,1,2,1809,6970,1809,2016,0.666666667,0.4,435926.16
161209,1.5,3,1885,4356,1125,2016,0.666666667,0.4,405310
160908,1.5,3,1864,3920,1100,2015,0.666666667,0.4,305000
160822,1.5,3,1764,4792,1050,2016,0.666666667,0.4,328916
160502,1.5,4,2944,12632,1285,2000,0.666666667,0.6,355000
161130,1,3,2208,13504,2192,1994,0.666666667,0.6,365000
160615,2,4,3272,13939,1402,1991,0.666666667,0.6,425000
160811,2,4,3473,22651,1769,2000,0.666666667,0.6,625000
160225,2,4,4239,40946,2198,1986,0.666666667,0.8,689000
160727,1,3,2614,25700,2534,1973,0.833333333,0.6,555000
160107,2,4,3260,23522,1520,1994,0.833333333,0.6,530000
160609,2,4,2345,11326,1140,1999,0.666666667,0.4,339500
160826,2,4,2322,14810,1197,2007,0.666666667,0.6,345000
160921,1,1,1911,16117,1835,1994,0.666666667,0.6,387000
160516,2,4,2782,9148,1325,1996,0.666666667,0.6,422500
160810,2,4,2898,9583,1392,1995,0.666666667,0.6,400000
160322,2,4,2257,7841,832,1994,0.833333333,0.4,307000
161031,1,1,1528,6970,1528,1999,0.666666667,0.4,272500
160613,1,2,1472,10454,1468,2003,0.666666667,0.4,245000
160421,1.5,3,2939,14375,2019,1986,0.666666667,0.4,290000
160322,3,3,1930,15682,703,1987,0.666666667,0.6,279500
161201,3,3,2701,12632,1032,1987,0.666666667,0.4,280000
160203,2,4,2221,11761,1091,1990,0.666666667,0.4,261000
160422,1.5,4,1933,10019,1232,1984,0.666666667,0.4,222500
160328,1,2,2285,9583,1282,1990,0.666666667,0.6,275000
160303,1.5,3,2219,12197,855,1973,0.666666667,0.4,230000
160329,1,3,1916,13504,1916,1977,0.833333333,0.4,300000
161101,2,4,3528,13939,1818,1992,0.5,0.6,435000
160531,2,4,3058,14810,1600,1995,0.666666667,0.6,513000
160426,1.5,4,2985,12197,2138,1998,0.666666667,0.6,565000
160927,2,4,3480,14375,1715,1997,0.666666667,0.6,545000
160311,2,4,3476,14375,1826,1998,0.666666667,0.6,583000
160524,1.5,3,2373,15246,1682,1996,0.666666667,0.6,320000
160908,1,1,2119,43560,2119,2008,0.833333333,0.6,495000
160629,1.5,4,2285,13068,1596,2001,0.666666667,0.6,434500
161027,1.5,2,3598,10890,2074,2001,0.666666667,0.6,625000
160705,1,1,2000,13068,1992,2003,0.666666667,0.6,435000
160523,1,1,2002,11326,1943,2001,0.833333333,0.6,510000
161024,1,2,1865,10454,1848,2001,0.666666667,0.6,459055
161005,1,1,2603,10890,2459,2002,0.833333333,0.6,632000
160613,1,2,1936,10890,1902,2003,0.666666667,0.6,439900
160329,2,4,2738,19166,1425,2003,0.666666667,0.6,449000
160802,1,2,2120,8712,2115,2013,0.666666667,0.6,559000
160408,1,3,2367,12632,2343,2015,0.833333333,0.6,775000
160104,1,3,2461,13939,2428,2006,0.666666667,0.6,480000
160229,1,2,2008,18295,2008,2006,0.666666667,0.6,432000
160229,1,2,2008,18295,2008,2006,0.666666667,0.6,432000
160316,1.5,4,2931,19602,1672,2004,0.666666667,0.6,530000
160729,1,3,2351,13068,2351,2007,0.666666667,0.6,522500
160701,2,4,3344,13068,1548,2015,0.666666667,0.6,749900
160317,1,3,2506,13068,2506,2015,0.666666667,0.6,574280
160408,1,3,2440,13068,2404,2013,0.666666667,0.6,570000
160627,1,3,2508,13068,2508,2015,0.666666667,0.6,595000
160705,1,2,2361,13068,2320,2005,0.666666667,0.6,357500
161219,2,4,2533,11326,1207,2011,0.666666667,0.4,320000
160525,1.5,3,2446,13504,1774,2002,0.666666667,0.6,399000
160916,1,2,2378,14810,2378,2006,0.833333333,0.6,592500
161017,2,4,3439,31363,1534,2004,0.666666667,0.6,560000
160506,2,4,2748,18731,1411,2006,0.666666667,0.4,397000
161222,1.5,3,2469,13068,1678,2012,0.666666667,0.6,449500
160707,1.5,3,2820,9583,2034,2000,0.666666667,0.6,404000
161228,2,4,2625,10454,1355,1999,0.666666667,0.6,372000
160526,1,2,2548,9148,2548,1999,0.833333333,0.6,665000
161019,1,1,2547,10019,2533,2001,0.666666667,0.6,512000
160531,1,1,2398,10019,2398,2000,0.666666667,0.6,550000
160617,1.5,4,2356,6098,0,1965,0.833333333,0.4,352000
160711,1,2,1317,5227,0,1966,0.666666667,0.4,270000
160621,1,2,1200,5227,0,1966,0.666666667,0.4,260000
160824,1,3,1766,6098,0,1966,0.666666667,0.4,320000
160412,2,4,4464,16117,0,1972,0.833333333,0.6,670000
160613,1,3,1685,7405,0,1968,0.833333333,0.4,310000
160513,1,2,1020,7405,0,1969,0.666666667,0.2,194000
160912,1.5,3,5169,23522,0,1972,0.833333333,0.6,608000
160828,3,3,2700,9583,0,1963,0.666666667,0.6,340000
160103,1,2,1323,7841,0,1971,0.666666667,0.4,243195
160907,1.5,3,4086,13504,0,1997,0.833333333,0.6,640000
160727,1,2,1443,6534,0,1988,0.833333333,0.4,306000
160825,1.5,3,1952,6098,0,1996,0.666666667,0.4,300000
160919,1.5,4,3329,6970,0,1995,0.833333333,0.6,407500
161010,2,3,1650,12632,1595,1969,0.666666667,0.6,225000
160421,1,2,1851,10890,1851,1981,0.666666667,0.6,230000
160620,1,3,1748,10454,1748,1978,0.833333333,0.4,223500
161123,1,3,864,2178,200,1900,0.5,0.2,50000
160804,1,2,864,4792,864,1900,0.5,0.4,65000
160815,1.5,4,2410,6970,1481,1915,0.666666667,0.4,129900
160923,1.5,3,1444,7405,776,1912,0.666666667,0.4,85000
160526,2,3,1483,3485,755,1905,0.5,0.4,50000
160721,1,2,970,3049,958,1900,0.666666667,0.4,62000
160714,2,3,1268,3049,708,1908,0.833333333,0.4,110000
160408,2,3,2040,4356,1020,1925,0.666666667,0.4,119000
161116,1.5,3,1262,2614,728,1920,0.666666667,0.4,73000
161206,1.5,3,1468,3920,576,1920,0.666666667,0.4,103000
160701,2,2,1794,6970,480,1940,0.666666667,0.4,179000
161019,1.5,3,1456,6970,758,1910,0.833333333,0.4,122000
160125,1.5,2,912,4356,528,1920,0.333333333,0.4,45000
160614,2,3,1596,5227,766,1922,0.666666667,0.4,136000
160720,1,2,910,4356,910,1950,0.5,0.2,62250
160213,2,3,1348,2614,672,1900,0.5,0.4,58000
160706,2,3,1600,6534,796,1905,0.666666667,0.4,155000
160907,1.5,3,1355,6534,380,1900,0.666666667,0.4,80000
161005,2,4,1882,6534,998,1900,0.833333333,0.4,157900
160601,1.5,4,2054,6098,1334,1930,0.666666667,0.4,166500
161005,2,3,1364,6098,682,1910,0.666666667,0.4,80000
160713,2,4,1704,6534,400,1900,0.666666667,0.4,104700
160715,1.5,3,1448,6970,176,1889,0.5,0.2,82000
160622,1.5,3,1980,6970,1120,1900,0.666666667,0.4,117000
161004,2,5,2530,6970,1265,1900,0.833333333,0.4,175000
161027,2,3,1372,6970,686,1910,0.666666667,0.4,129500
161012,2,5,1965,6534,899,1914,0.666666667,0.4,141360
161012,2,5,1965,6534,899,1914,0.666666667,0.4,141360
161012,2,5,1965,6534,899,1914,0.666666667,0.4,141360
160914,2,3,1364,5663,672,1918,0.666666667,0.4,178000
160913,2,4,1880,6534,912,1900,0.833333333,0.4,190000
160713,2,4,2054,6098,1112,1917,0.666666667,0.6,178000
160607,1.5,3,1644,6098,1032,1920,0.666666667,0.4,160000
161012,2,3,3026,7841,1377,1910,0.5,0.6,131000
161031,2,4,1879,6970,900,1909,0.666666667,0.4,158000
160303,2,4,1696,6098,840,1909,0.666666667,0.4,85000
160629,1,2,904,3485,904,1920,0.666666667,0.4,82500
160908,2,3,2006,6098,783,1910,0.666666667,0.6,198450
161208,1,3,685,5663,676,1942,0.666666667,0.4,116000
160505,2,4,2076,7841,1140,1915,0.666666667,0.4,110000
160128,2,3,1560,5663,780,1910,0.5,0.4,118000
160428,2,4,1388,3049,676,1915,0.833333333,0.4,114000
160816,1.5,3,2040,6098,1152,1905,0.666666667,0.4,140000
160329,2,4,1808,6970,884,1917,0.666666667,0.4,194000
160504,2,4,2126,7405,952,1918,0.666666667,0.6,195000
160427,1,2,1118,3485,936,1913,0.666666667,0.4,121500
160628,2.5,6,3409,6970,1073,1916,0.666666667,0.6,305000
160524,2,3,1528,6970,792,1909,0.666666667,0.4,132000
160526,2,4,1904,8712,783,1915,0.666666667,0.4,210000
160913,2,4,1819,6970,768,1935,0.666666667,0.4,185000
160524,2,4,1878,13504,936,1910,0.666666667,0.4,215000
160701,2,3,1484,7405,736,1920,0.666666667,0.4,179950
160225,2,3,1856,4356,720,1917,0.666666667,0.4,103000
160225,2,3,1856,4356,720,1917,0.666666667,0.4,103000
160610,1,2,1024,4356,884,1910,0.666666667,0.4,105000
160928,1,2,672,6534,320,1910,0.666666667,0.4,94000
160318,1,3,744,10454,744,1948,0.833333333,0.2,107000
160525,2,3,2336,6534,728,1916,0.833333333,0.4,149900
161004,2,3,1560,6534,780,1922,0.666666667,0.4,132750
161028,1.5,3,1618,6534,900,1925,0.5,0.4,114000
160617,1,2,842,3920,832,1925,0.666666667,0.4,135000
160802,1,2,788,6534,555,1925,0.666666667,0.4,100000
160926,1,2,864,6534,768,1926,0.666666667,0.4,127000
160526,1,2,984,3485,936,1926,0.666666667,0.4,92500
160602,1,2,898,4792,898,1930,0.666666667,0.4,120500
160705,1,3,985,5663,925,1946,0.666666667,0.4,127500
160222,1.5,3,1412,6970,728,1924,0.666666667,0.4,115590
161128,1,3,936,6970,936,1930,0.666666667,0.4,103791
160919,2,3,1428,4356,672,1925,0.833333333,0.4,175000
160627,1,2,840,4792,840,1945,0.666666667,0.2,128000
160621,1,2,1443,7841,1120,1918,0.666666667,0.4,147500
160720,2,3,1580,6534,774,1908,0.833333333,0.4,184500
160728,1,2,720,6534,720,1910,0.666666667,0.4,67500
160719,1,2,1170,6534,1080,1923,0.833333333,0.4,166000
160921,1,3,1204,6534,1120,1923,0.666666667,0.4,95000
160921,1,3,1204,6534,1120,1923,0.666666667,0.4,95000
160812,1.5,3,1735,6098,1175,1900,0.666666667,0.4,172000
161006,1,3,1188,8712,1188,1923,0.666666667,0.4,189900
160712,1.5,5,2490,10454,1482,1930,0.666666667,0.4,223500
160114,1,3,1101,5663,621,1935,0.833333333,0.4,151000
160629,2,3,1360,5227,660,1927,0.666666667,0.4,170000
161214,1,2,1098,4356,1098,1918,0.666666667,0.4,117500
160411,1,3,1096,4356,856,1925,0.666666667,0.4,117000
160328,2,3,2518,6534,1280,1920,0.666666667,0.4,216500
160906,1.5,3,2038,4356,1074,1922,0.833333333,0.4,136000
160607,1,2,966,3049,936,1900,0.5,0.4,92500
160606,2,4,1792,6970,728,1920,0.666666667,0.4,173500
160830,1,3,1260,6534,1220,1918,0.833333333,0.4,219000
161020,2,3,1522,6970,750,1923,0.666666667,0.4,170000
160314,2,4,1972,6970,986,1920,0.666666667,0.4,214900
161108,1.5,4,2228,13504,1558,1920,0.5,0.4,226000
160428,1,2,1470,6970,1200,1924,0.833333333,0.4,160000
160630,1.5,3,2215,6534,984,1924,0.833333333,0.4,220000
160620,1,2,1314,4356,1314,1922,0.666666667,0.4,134900
160330,1.5,3,2308,6970,1288,1918,0.666666667,0.6,267000
160519,1.5,3,1734,6970,936,1920,0.833333333,0.4,201000
160413,1,2,1508,6970,1372,1933,0.833333333,0.4,255000
161017,1.5,2,1754,6970,1190,1930,0.833333333,0.4,226000
160706,1,3,947,6970,912,1923,0.833333333,0.4,138650
160624,1,2,1155,6970,1115,1925,0.833333333,0.4,191300
161104,1.5,2,1414,6098,858,1926,0.666666667,0.4,169500
160317,2,3,1328,6534,720,1932,0.666666667,0.4,119900
160804,2,4,2062,10019,1154,1926,0.666666667,0.6,248000
160309,1.5,3,1763,6534,1111,1926,0.833333333,0.4,248000
161007,2,4,2152,8276,1088,1932,0.833333333,0.6,338000
160504,2,3,1315,6970,686,1932,0.833333333,0.4,210000
160803,1.5,3,1521,6970,729,1939,0.833333333,0.4,174900
160426,1.5,3,1950,6970,1062,1926,0.833333333,0.4,275000
161022,2,3,1688,8276,784,1925,0.666666667,0.4,219500
161208,1.5,3,1626,7405,806,1936,0.666666667,0.4,189000
160112,1,2,1088,6970,988,1925,0.666666667,0.4,167000
160630,1,2,878,6534,864,1926,0.666666667,0.4,104950
160411,2,3,1440,10454,720,1926,0.666666667,0.4,189900
160518,2,4,2086,26136,1152,1918,0.666666667,0.6,240000
160628,1.5,4,3148,23087,1572,1928,0.833333333,0.4,370000
160720,1,3,1020,7405,1020,1952,0.666666667,0.4,129500
160722,1,3,1244,9583,1244,1952,0.833333333,0.4,262500
160919,1,3,1149,6534,1536,1950,0.666666667,0.4,146500
161013,2,3,1610,6534,835,1948,0.833333333,0.4,185000
160211,1,2,1053,5663,1053,1952,0.833333333,0.4,145000
160602,1.5,4,1740,6534,985,1949,0.833333333,0.4,254000
160707,1.5,4,2466,9148,900,1949,0.833333333,0.4,299000
160617,1.5,3,1984,6098,912,1949,0.833333333,0.4,239000
160817,1.5,2,1548,6098,743,1942,0.833333333,0.4,233000
161222,2,4,1821,7405,704,1932,0.833333333,0.4,260000
160728,1,3,1432,6534,1016,1947,0.833333333,0.4,205000
160810,1,3,957,6534,925,1947,0.833333333,0.4,180000
160126,1,2,927,6970,672,1917,0.666666667,0.4,106250
160526,1,2,768,5227,768,1930,0.666666667,0.2,89900
160802,1,2,864,5227,833,1941,0.666666667,0.4,120500
160118,1,2,895,5227,895,1944,0.666666667,0.4,125000
160113,1,1,704,5227,704,1936,0.666666667,0.2,79500
160127,1,3,968,6534,968,1938,0.666666667,0.4,151000
160127,1,3,968,6534,968,1938,0.666666667,0.4,151000
160322,1,2,906,6534,884,1940,0.666666667,0.4,118000
160224,1,1,660,6534,616,1930,0.666666667,0.2,64000
161219,1,2,1148,6534,920,1940,0.833333333,0.4,154750
160405,1,2,768,6534,768,1928,0.666666667,0.2,113750
160405,1,2,768,6534,768,1928,0.666666667,0.2,113750
160721,1,3,990,6534,920,1927,0.666666667,0.4,133000
160312,1,2,843,6534,825,1940,0.666666667,0.2,122000
